STATENAME,VE_TOTAL,PEDS,PERSONS,DAYNAME,MONTHNAME,HOUR,DAY_WEEKNAME,RUR_URBNAME,HARM_EVNAME,LGT_CONDNAME,WEATHER1NAME,WEATHERNAME,FATALS,DRUNK_DR
Pennsylvania,1,0,1,21,August,7,Wednesday,Rural,Embankment,Daylight,Not Reported,Not Reported,1,0
Pennsylvania,1,1,1,16,August,21,Friday,Urban,Pedestrian,Dark - Lighted,Not Reported,Not Reported,1,0
Pennsylvania,1,0,1,28,August,11,Wednesday,Rural,Embankment,Daylight,Not Reported,Not Reported,1,1
Pennsylvania,1,0,1,5,September,1,Thursday,Urban,Embankment,Dark - Not Lighted,Clear,Clear,1,1
Pennsylvania,2,0,1,20,August,18,Tuesday,Urban,"Pavement Surface Irregularity (Ruts, Potholes, Grates, etc.)",Dusk,Not Reported,Not Reported,1,0
Pennsylvania,5,0,10,11,July,15,Thursday,Urban,Motor Vehicle In-Transport,Daylight,Not Reported,Not Reported,1,0
Pennsylvania,3,0,4,14,October,11,Monday,Urban,Motor Vehicle In-Transport,Daylight,Not Reported,Not Reported,1,0
Pennsylvania,3,0,2,22,October,16,Tuesday,Urban,Motor Vehicle In-Transport,Daylight,Rain,Rain,1,0
Pennsylvania,1,1,1,4,September,6,Wednesday,Urban,Pedalcyclist,Daylight,Not Reported,Not Reported,1,0
Pennsylvania,3,0,3,9,July,9,Tuesday,Urban,Motor Vehicle In-Transport,Daylight,Not Reported,Not Reported,1,0
Pennsylvania,1,0,1,19,September,8,Thursday,Rural,Guardrail Face,Daylight,Not Reported,Not Reported,1,0
Pennsylvania,3,0,4,28,April,9,Sunday,Rural,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
Pennsylvania,2,0,5,22,September,14,Sunday,Urban,Motor Vehicle In-Transport,Daylight,Not Reported,Not Reported,1,0
Pennsylvania,2,0,2,24,September,6,Tuesday,Urban,Motor Vehicle In-Transport,Dawn,Clear,Clear,1,0
Pennsylvania,2,0,2,27,September,11,Friday,Urban,Motor Vehicle In-Transport,Daylight,Not Reported,Not Reported,1,0
Pennsylvania,1,0,1,13,September,23,Friday,Rural,Rollover/Overturn,Dark - Not Lighted,Not Reported,Not Reported,1,1
Pennsylvania,2,0,1,7,September,3,Saturday,Urban,Tree (Standing Only),Dark - Lighted,Not Reported,Not Reported,1,1
Pennsylvania,1,0,1,26,September,20,Thursday,Urban,Tree (Standing Only),Dark - Unknown Lighting,Not Reported,Not Reported,1,1
Pennsylvania,1,0,2,16,September,20,Monday,Rural,Fell/Jumped from Vehicle,Dark - Not Lighted,Not Reported,Not Reported,1,1
Pennsylvania,1,0,1,16,September,7,Monday,Rural,Guardrail End,Dark - Not Lighted,Not Reported,Not Reported,1,0
Pennsylvania,1,0,3,1,September,13,Sunday,Rural,Embankment,Daylight,Rain,Rain,1,0
Pennsylvania,1,0,1,25,September,5,Wednesday,Rural,Embankment,Dark - Not Lighted,Not Reported,Not Reported,1,0
Pennsylvania,3,0,5,31,July,16,Wednesday,Urban,Motor Vehicle In-Transport,Daylight,Not Reported,Not Reported,1,0
Pennsylvania,1,1,1,21,September,21,Saturday,Rural,Pedestrian,Dark - Not Lighted,Not Reported,Not Reported,1,0
Pennsylvania,2,0,2,28,September,0,Saturday,Rural,Rollover/Overturn,Dark - Lighted,Not Reported,Not Reported,1,1
Pennsylvania,3,0,6,1,August,16,Thursday,Urban,Motor Vehicle In-Transport,Daylight,Rain,Rain,1,0
Pennsylvania,4,0,4,12,June,19,Wednesday,Rural,Motor Vehicle In-Transport,Daylight,Not Reported,Not Reported,1,0
Pennsylvania,3,0,3,28,July,16,Sunday,Rural,Live Animal,Daylight,Clear,Clear,1,0
Pennsylvania,3,0,7,31,August,9,Saturday,Rural,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
Pennsylvania,3,0,9,19,October,3,Saturday,Rural,Guardrail Face,Dark - Not Lighted,Not Reported,Not Reported,1,1
Pennsylvania,2,0,4,12,September,23,Thursday,Urban,Curb,Dark - Lighted,Rain,Rain,3,0
Pennsylvania,2,0,2,27,September,13,Friday,Rural,Motor Vehicle In-Transport,Daylight,Not Reported,Not Reported,1,0
Pennsylvania,3,1,3,14,September,21,Saturday,Urban,Pedestrian,Dusk,Not Reported,Not Reported,1,0
Pennsylvania,2,0,2,23,September,8,Monday,Rural,Motor Vehicle In-Transport,Daylight,Not Reported,Not Reported,1,0
Pennsylvania,5,0,8,30,October,10,Wednesday,Rural,Motor Vehicle In-Transport,Daylight,Not Reported,Not Reported,1,0
Pennsylvania,1,0,3,4,October,16,Friday,Urban,Other Non-Collision,Daylight,Not Reported,Not Reported,1,0
Pennsylvania,4,0,6,24,June,8,Monday,Rural,Motor Vehicle In-Transport,Daylight,Not Reported,Not Reported,1,1
Pennsylvania,2,0,3,3,April,9,Wednesday,Urban,Tree (Standing Only),Daylight,Not Reported,Not Reported,1,0
Pennsylvania,3,1,1,15,September,6,Sunday,Urban,Motor Vehicle In-Transport,Dark - Not Lighted,Cloudy,Cloudy,1,0
Pennsylvania,1,1,1,16,May,23,Thursday,Urban,Pedestrian,Dark - Lighted,Not Reported,Not Reported,1,0
Pennsylvania,3,0,3,9,August,10,Friday,Urban,Motor Vehicle In-Transport,Daylight,Not Reported,Not Reported,1,0
Pennsylvania,2,0,4,5,October,15,Saturday,Urban,Motor Vehicle In-Transport,Daylight,Not Reported,Not Reported,1,0
Pennsylvania,1,0,1,23,July,6,Tuesday,Urban,Utility Pole/Light Support,Daylight,Not Reported,Not Reported,1,0
Pennsylvania,2,0,2,26,September,9,Thursday,Rural,Motor Vehicle In-Transport,Daylight,Rain,Rain,1,0
Pennsylvania,1,1,1,21,September,20,Saturday,Urban,Pedestrian,Dark - Lighted,Not Reported,Not Reported,1,0
Pennsylvania,2,0,2,10,September,15,Tuesday,Urban,Motor Vehicle In-Transport,Daylight,Not Reported,Not Reported,1,0
Pennsylvania,2,0,2,12,September,5,Thursday,Urban,Motor Vehicle In-Transport,Dawn,Reported as Unknown,Reported as Unknown,1,0
Pennsylvania,2,0,2,6,September,10,Friday,Urban,Motor Vehicle In-Transport,Daylight,Not Reported,Not Reported,1,0
Pennsylvania,1,0,1,30,September,14,Monday,Rural,Embankment,Daylight,Rain,Rain,1,1
Pennsylvania,1,0,2,8,September,1,Sunday,Urban,Boulder,Dark - Not Lighted,Not Reported,Not Reported,1,1
Pennsylvania,2,0,2,25,September,23,Wednesday,Urban,Motor Vehicle In-Transport,Dark - Lighted,Clear,Clear,2,1
Pennsylvania,1,0,1,8,September,7,Sunday,Urban,Utility Pole/Light Support,Daylight,Not Reported,Not Reported,1,1
Pennsylvania,1,0,1,17,October,6,Thursday,Rural,Tree (Standing Only),Dark - Not Lighted,Not Reported,Not Reported,1,0
Pennsylvania,2,0,2,21,October,15,Monday,Urban,Embankment,Daylight,Not Reported,Not Reported,1,0
Pennsylvania,2,0,3,20,October,21,Sunday,Urban,Motor Vehicle In-Transport,Dark - Lighted,Not Reported,Not Reported,1,1
Pennsylvania,1,1,1,8,October,11,Tuesday,Urban,Pedestrian,Daylight,Not Reported,Not Reported,1,0
Pennsylvania,2,0,3,31,October,18,Thursday,Urban,Motor Vehicle In-Transport,Dark - Lighted,Cloudy,Cloudy,1,1
Pennsylvania,2,0,5,18,October,22,Friday,Urban,Motor Vehicle In-Transport,Dark - Not Lighted,Not Reported,Not Reported,1,1
Pennsylvania,2,0,2,26,October,12,Saturday,Rural,Motor Vehicle In-Transport,Daylight,Not Reported,Not Reported,1,0
Pennsylvania,2,0,2,9,October,10,Wednesday,Urban,Motor Vehicle In-Transport,Daylight,Not Reported,Not Reported,1,0
Pennsylvania,2,0,9,11,October,11,Friday,Rural,Motor Vehicle In-Transport,Daylight,Not Reported,Not Reported,1,0
Pennsylvania,2,0,4,10,October,17,Thursday,Urban,Motor Vehicle In-Transport,Daylight,Not Reported,Not Reported,2,1
Pennsylvania,1,0,2,15,October,18,Tuesday,Urban,Traffic Sign Support,Dark - Not Lighted,Not Reported,Not Reported,1,1
Pennsylvania,1,0,1,14,October,13,Monday,Urban,Ditch,Daylight,Not Reported,Not Reported,1,0
Pennsylvania,3,0,3,18,June,13,Tuesday,Rural,Motor Vehicle In-Transport,Daylight,Rain,Rain,1,0
Pennsylvania,1,0,11,16,October,14,Wednesday,Urban,Embankment,Daylight,Rain,Rain,3,0
Pennsylvania,1,0,1,24,October,19,Thursday,Urban,Utility Pole/Light Support,Dark - Not Lighted,Not Reported,Not Reported,1,0
Pennsylvania,3,0,4,2,September,0,Monday,Urban,Motor Vehicle In-Transport,Dark - Lighted,Rain,Rain,1,1
Pennsylvania,1,0,1,26,July,14,Friday,Urban,Fence,Daylight,Not Reported,Not Reported,1,0
Pennsylvania,1,0,1,15,October,18,Tuesday,Urban,Curb,Daylight,Not Reported,Not Reported,1,1
Pennsylvania,2,0,3,20,October,19,Sunday,Rural,Motor Vehicle In-Transport,Daylight,Not Reported,Not Reported,1,1
Pennsylvania,1,0,1,9,October,7,Wednesday,Unknown,Impact Attenuator/Crash Cushion,Daylight,Not Reported,Not Reported,1,1
Pennsylvania,2,0,3,27,October,12,Sunday,Urban,Motor Vehicle In-Transport,Daylight,Not Reported,Not Reported,1,0
Pennsylvania,1,0,1,10,October,6,Thursday,Rural,Rollover/Overturn,Dawn,Not Reported,Not Reported,1,0
Pennsylvania,2,0,4,11,October,12,Friday,Urban,Motor Vehicle In-Transport,Daylight,Not Reported,Not Reported,1,0
Pennsylvania,1,2,1,18,October,21,Friday,Urban,Pedestrian,Dark - Lighted,Not Reported,Not Reported,1,0
Pennsylvania,1,1,1,26,October,14,Saturday,Urban,Pedestrian,Daylight,Not Reported,Not Reported,1,0
Pennsylvania,1,1,1,30,October,20,Wednesday,Urban,Pedestrian,Dark - Lighted,Rain,Rain,1,1
Pennsylvania,1,0,1,25,October,19,Friday,Rural,Embankment,Dark - Not Lighted,Not Reported,Not Reported,1,0
Pennsylvania,2,0,2,4,October,15,Friday,Urban,Motor Vehicle In-Transport,Daylight,Not Reported,Not Reported,1,0
Pennsylvania,1,0,1,7,October,15,Monday,Rural,Tree (Standing Only),Daylight,Rain,Rain,1,1
Pennsylvania,2,0,5,16,October,1,Wednesday,Rural,"Motor Vehicle In-Transport Strikes or is Struck by Cargo, Persons or Objects Set-in-Motion from/by Another Motor Vehicle In Transport",Dark - Not Lighted,Not Reported,Not Reported,1,1
Pennsylvania,1,0,1,6,October,16,Sunday,Rural,Tree (Standing Only),Daylight,Not Reported,Not Reported,1,0
Pennsylvania,1,0,2,1,October,7,Tuesday,Urban,Tree (Standing Only),Dawn,"Fog, Smog, Smoke","Fog, Smog, Smoke",1,1
Pennsylvania,1,0,2,20,October,19,Sunday,Urban,Concrete Traffic Barrier,Dark - Not Lighted,Not Reported,Not Reported,1,1
Pennsylvania,1,0,3,12,October,5,Saturday,Urban,Tree (Standing Only),Dark - Not Lighted,Not Reported,Not Reported,1,1
Pennsylvania,1,0,1,25,October,9,Friday,Rural,Fence,Daylight,Not Reported,Not Reported,1,0
Pennsylvania,1,0,1,16,October,15,Wednesday,Rural,Rollover/Overturn,Daylight,Rain,Rain,1,0
Pennsylvania,1,0,1,29,October,11,Tuesday,Rural,Rollover/Overturn,Daylight,Not Reported,Not Reported,1,0
Pennsylvania,2,0,2,4,October,10,Friday,Rural,Motor Vehicle In-Transport,Daylight,Not Reported,Not Reported,1,0
Pennsylvania,1,0,1,2,October,4,Wednesday,Rural,Embankment,Dark - Not Lighted,Not Reported,Not Reported,1,0
Pennsylvania,1,0,1,20,September,6,Friday,Rural,Embankment,Dark - Not Lighted,Clear,Clear,1,0
Pennsylvania,1,0,1,14,November,16,Thursday,Urban,Curb,Daylight,Not Reported,Not Reported,1,1
Pennsylvania,1,0,1,3,November,1,Sunday,Urban,Utility Pole/Light Support,Dark - Not Lighted,Not Reported,Not Reported,1,1
Pennsylvania,1,1,1,12,November,5,Tuesday,Urban,Pedestrian,Dark - Not Lighted,Not Reported,Not Reported,1,0
Pennsylvania,1,1,1,16,November,23,Saturday,Urban,Pedestrian,Dark - Not Lighted,Not Reported,Not Reported,1,0
Pennsylvania,1,1,1,28,November,15,Thursday,Urban,Pedestrian,Daylight,Not Reported,Not Reported,1,0
Pennsylvania,1,1,1,12,November,19,Tuesday,Urban,Pedestrian,Dark - Lighted,Not Reported,Not Reported,1,0
Pennsylvania,1,1,3,6,December,18,Friday,Rural,Pedestrian,Dark - Not Lighted,Not Reported,Not Reported,1,0
Pennsylvania,1,1,2,8,December,18,Sunday,Urban,Pedestrian,Dark - Lighted,Not Reported,Not Reported,1,0
Pennsylvania,2,0,3,28,October,5,Monday,Rural,Rollover/Overturn,Dark - Not Lighted,Clear,Clear,1,0
Pennsylvania,2,0,3,5,November,16,Tuesday,Rural,Motor Vehicle In-Transport,Daylight,Not Reported,Not Reported,1,0
Pennsylvania,3,1,3,14,August,23,Wednesday,Urban,Pedestrian,Dark - Lighted,Rain,Rain,1,0
Pennsylvania,3,0,3,30,September,17,Monday,Rural,Motor Vehicle In-Transport,Daylight,Rain,Rain,1,0
Pennsylvania,2,1,2,8,November,18,Friday,Urban,Pedestrian,Dark - Lighted,Not Reported,Not Reported,1,0
Pennsylvania,3,0,3,8,October,17,Tuesday,Urban,Motor Vehicle In-Transport,Daylight,Cloudy,Cloudy,1,0
Pennsylvania,1,0,1,30,October,9,Wednesday,Rural,Embankment,Daylight,Not Reported,Not Reported,1,0
Pennsylvania,2,0,2,13,November,14,Wednesday,Urban,Curb,Daylight,Not Reported,Not Reported,1,0
Pennsylvania,3,0,5,18,October,15,Friday,Rural,Guardrail Face,Daylight,Not Reported,Not Reported,1,0
Pennsylvania,3,0,3,12,November,7,Tuesday,Urban,Motor Vehicle In-Transport,Daylight,Not Reported,Not Reported,1,0
Pennsylvania,2,0,2,15,November,5,Friday,Urban,Motor Vehicle In-Transport,Dawn,Not Reported,Not Reported,1,0
Pennsylvania,3,0,3,24,November,20,Sunday,Urban,Motor Vehicle In-Transport,Dark - Lighted,Not Reported,Not Reported,1,0
Pennsylvania,3,0,4,16,October,19,Wednesday,Urban,Motor Vehicle In-Transport,Dark - Not Lighted,Rain,Rain,1,1
Pennsylvania,2,0,2,31,August,11,Saturday,Urban,Motor Vehicle In-Transport,Daylight,Not Reported,Not Reported,1,0
Pennsylvania,2,0,2,19,September,9,Thursday,Rural,Motor Vehicle In-Transport,Daylight,Not Reported,Not Reported,1,0
Pennsylvania,2,0,3,26,September,15,Thursday,Rural,Motor Vehicle In-Transport,Daylight,Not Reported,Not Reported,1,0
Pennsylvania,2,0,4,29,September,14,Sunday,Rural,Motor Vehicle In-Transport,Daylight,Not Reported,Not Reported,1,0
Pennsylvania,1,0,1,22,November,23,Friday,Rural,Boulder,Dark - Not Lighted,Not Reported,Not Reported,1,0
Pennsylvania,2,0,2,11,November,18,Monday,Urban,Motor Vehicle In-Transport,Dark - Lighted,Not Reported,Not Reported,1,1
Pennsylvania,1,1,1,7,November,13,Thursday,Urban,Pedestrian,Daylight,Rain,Rain,1,0
Pennsylvania,1,1,1,12,November,18,Tuesday,Urban,Pedestrian,Dark - Lighted,Not Reported,Not Reported,1,0
Pennsylvania,1,0,1,1,October,2,Tuesday,Rural,Curb,Dark - Not Lighted,Reported as Unknown,Reported as Unknown,1,0
Pennsylvania,1,0,1,19,October,21,Saturday,Urban,Shrubbery,Dark - Not Lighted,Not Reported,Not Reported,1,1
Pennsylvania,1,1,1,23,November,19,Saturday,Urban,Pedestrian,Dark - Not Lighted,Rain,Rain,1,0
Pennsylvania,2,0,2,15,November,12,Friday,Urban,Motor Vehicle In-Transport,Daylight,Not Reported,Not Reported,1,0
Pennsylvania,1,0,2,6,October,2,Sunday,Rural,Guardrail Face,Dark - Not Lighted,Not Reported,Not Reported,1,0
Pennsylvania,2,0,2,16,November,5,Saturday,Rural,Motor Vehicle In-Transport,Dark - Not Lighted,Not Reported,Not Reported,1,0
Pennsylvania,1,0,1,15,November,13,Friday,Urban,Embankment,Daylight,Not Reported,Not Reported,1,0
Pennsylvania,1,0,1,8,November,0,Friday,Rural,Embankment,Dark - Not Lighted,Not Reported,Not Reported,1,1
Pennsylvania,1,1,1,23,October,8,Wednesday,Urban,Pedestrian,Daylight,Not Reported,Not Reported,1,0
Pennsylvania,1,0,1,27,November,12,Wednesday,Urban,Tree (Standing Only),Daylight,Not Reported,Not Reported,1,0
Pennsylvania,1,0,1,11,November,18,Monday,Rural,Guardrail Face,Dark - Lighted,Not Reported,Not Reported,1,1
Pennsylvania,1,0,1,1,November,18,Friday,Urban,Live Animal,Dark - Not Lighted,Not Reported,Not Reported,1,0
Pennsylvania,1,0,1,21,November,19,Thursday,Rural,Guardrail End,Dark - Not Lighted,Not Reported,Not Reported,1,0
Pennsylvania,1,0,2,24,November,2,Sunday,Urban,Mail Box,Dark - Not Lighted,Rain,Rain,1,0
Pennsylvania,2,0,2,25,November,18,Monday,Rural,Motor Vehicle In-Transport,Dark - Not Lighted,Not Reported,Not Reported,1,0
Pennsylvania,1,1,1,24,January,6,Thursday,Urban,Pedestrian,Dark - Lighted,Rain,Rain,1,0
Pennsylvania,3,0,3,13,October,14,Sunday,Rural,Motor Vehicle In-Transport,Daylight,Not Reported,Not Reported,1,0
Pennsylvania,1,1,1,12,February,5,Tuesday,Urban,Pedestrian,Dark - Lighted,Rain,Rain,1,0
Pennsylvania,1,0,1,28,November,4,Thursday,Rural,Tree (Standing Only),Dark - Not Lighted,Rain,Rain,1,0
Pennsylvania,3,0,3,5,November,11,Tuesday,Urban,Motor Vehicle In-Transport,Daylight,Not Reported,Not Reported,1,0
Pennsylvania,2,1,2,23,October,6,Wednesday,Urban,Pedestrian,Dark - Lighted,Not Reported,Not Reported,1,0
Pennsylvania,1,1,1,1,October,21,Tuesday,Urban,Pedestrian,Dark - Lighted,Not Reported,Not Reported,1,0
Pennsylvania,4,0,6,4,November,11,Monday,Urban,Motor Vehicle In-Transport,Daylight,Not Reported,Not Reported,1,0
Pennsylvania,1,0,1,1,November,1,Friday,Rural,Rollover/Overturn,Other,Reported as Unknown,Reported as Unknown,1,0
Pennsylvania,2,0,5,4,November,16,Monday,Urban,Motor Vehicle In-Transport,Daylight,Not Reported,Not Reported,1,0
Pennsylvania,2,0,3,5,November,15,Tuesday,Rural,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
Pennsylvania,2,0,2,5,November,19,Tuesday,Urban,Motor Vehicle In-Transport,Dark - Not Lighted,Not Reported,Not Reported,1,0
Pennsylvania,2,1,3,6,December,22,Friday,Urban,Pedestrian,Dark - Not Lighted,Not Reported,Not Reported,1,0
Pennsylvania,1,1,1,14,December,18,Saturday,Urban,Pedestrian,Dark - Lighted,Rain,Rain,1,0
Pennsylvania,1,0,1,26,November,21,Tuesday,Trafficway Not in State Inventory,Building,Dark - Not Lighted,Reported as Unknown,Reported as Unknown,1,0
Pennsylvania,1,1,1,8,December,2,Sunday,Urban,Pedestrian,Dark - Not Lighted,Not Reported,Not Reported,1,0
Pennsylvania,1,0,2,15,December,22,Sunday,Urban,Utility Pole/Light Support,Dark - Lighted,Not Reported,Not Reported,1,1
Pennsylvania,1,0,1,2,December,13,Monday,Rural,Tree (Standing Only),Daylight,Rain,Rain,1,0
Pennsylvania,2,0,2,13,December,9,Friday,Rural,Motor Vehicle In-Transport,Daylight,Freezing Rain or Drizzle,Freezing Rain or Drizzle,1,0
Pennsylvania,1,1,1,12,December,18,Thursday,Urban,Pedestrian,Dark - Lighted,Not Reported,Not Reported,1,0
Pennsylvania,2,0,2,6,December,8,Friday,Rural,Motor Vehicle In-Transport,Daylight,Cloudy,Cloudy,1,0
Pennsylvania,2,0,4,2,December,9,Monday,Rural,Motor Vehicle In-Transport,Daylight,Cloudy,Cloudy,1,0
Pennsylvania,2,0,2,19,December,8,Thursday,Rural,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
Pennsylvania,1,1,1,18,January,19,Friday,Urban,Pedestrian,Dark - Lighted,Not Reported,Not Reported,1,0
Pennsylvania,1,0,2,23,October,21,Wednesday,Rural,Tree (Standing Only),Dark - Not Lighted,Not Reported,Not Reported,1,1
Pennsylvania,1,0,1,30,November,23,Saturday,Urban,Traffic Sign Support,Dark - Lighted,Not Reported,Not Reported,1,0
Pennsylvania,1,0,1,23,November,20,Saturday,Rural,Tree (Standing Only),Dark - Not Lighted,Rain,Rain,1,1
Pennsylvania,1,0,1,10,November,12,Sunday,Urban,Embankment,Daylight,Not Reported,Not Reported,1,0
Pennsylvania,2,0,2,5,November,1,Tuesday,Urban,Motor Vehicle In-Transport,Dark - Not Lighted,Not Reported,Not Reported,1,1
Pennsylvania,1,0,1,10,November,3,Sunday,Rural,Guardrail Face,Dark - Not Lighted,Not Reported,Not Reported,1,1
Pennsylvania,1,0,1,8,November,21,Friday,Rural,Other Object (not fixed),Dark - Not Lighted,Not Reported,Not Reported,1,1
Pennsylvania,1,1,1,8,December,0,Sunday,Urban,Pedestrian,Dark - Lighted,Not Reported,Not Reported,1,0
Pennsylvania,2,0,6,15,December,2,Sunday,Urban,Motor Vehicle In-Transport,Dark - Not Lighted,Not Reported,Not Reported,2,1
Pennsylvania,2,0,2,29,December,1,Sunday,Urban,Motor Vehicle In-Transport,Dark - Lighted,Not Reported,Not Reported,1,0
Pennsylvania,1,0,2,14,December,18,Saturday,Rural,Boulder,Dark - Not Lighted,Snow,Snow,1,0
Pennsylvania,1,0,1,2,December,13,Monday,Rural,Boulder,Daylight,Freezing Rain or Drizzle,Freezing Rain or Drizzle,1,0
Pennsylvania,1,0,1,10,March,19,Sunday,Rural,Ditch,Dark - Not Lighted,Not Reported,Not Reported,1,0
Pennsylvania,1,0,1,3,May,10,Friday,Urban,Tree (Standing Only),Daylight,Not Reported,Not Reported,1,0
Pennsylvania,2,0,2,24,January,13,Thursday,Urban,Motor Vehicle In-Transport,Daylight,Rain,Rain,1,0
Pennsylvania,1,0,3,15,September,1,Sunday,Rural,Rollover/Overturn,Dark - Not Lighted,"Fog, Smog, Smoke","Fog, Smog, Smoke",1,1
Pennsylvania,2,0,3,19,August,11,Monday,Urban,Motor Vehicle In-Transport,Daylight,Not Reported,Not Reported,1,0
Pennsylvania,2,0,2,26,February,9,Tuesday,Urban,Motor Vehicle In-Transport,Daylight,Not Reported,Not Reported,1,0
Pennsylvania,2,0,3,24,November,9,Sunday,Urban,Motor Vehicle In-Transport,Daylight,Freezing Rain or Drizzle,Freezing Rain or Drizzle,1,0
Pennsylvania,2,0,2,12,March,17,Tuesday,Urban,Motor Vehicle In-Transport,Daylight,Not Reported,Not Reported,1,0
Pennsylvania,1,1,1,2,September,12,Monday,Urban,Pedestrian,Daylight,Not Reported,Not Reported,1,0
Pennsylvania,1,0,2,1,September,7,Sunday,Rural,Rollover/Overturn,Daylight,Not Reported,Not Reported,1,1
Pennsylvania,1,0,1,6,October,5,Sunday,Rural,Embankment,Dark - Not Lighted,Not Reported,Not Reported,1,1
Pennsylvania,2,0,3,26,December,12,Thursday,Urban,Motor Vehicle In-Transport,Daylight,Not Reported,Not Reported,2,1
Pennsylvania,2,0,3,16,October,7,Wednesday,Rural,Concrete Traffic Barrier,Daylight,Not Reported,Not Reported,1,0
Pennsylvania,2,0,3,25,January,14,Friday,Urban,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
Pennsylvania,2,0,3,10,November,3,Sunday,Rural,Parked Motor Vehicle,Dark - Lighted,Clear,Clear,1,1
Pennsylvania,1,1,1,15,October,5,Tuesday,Urban,Pedestrian,Dark - Lighted,Not Reported,Not Reported,1,0
Pennsylvania,2,0,3,28,November,18,Thursday,Urban,Motor Vehicle In-Transport,Dark - Lighted,Not Reported,Not Reported,1,0
Pennsylvania,1,0,1,11,December,17,Wednesday,Rural,Guardrail Face,Dark - Not Lighted,Not Reported,Not Reported,1,0
Pennsylvania,1,1,1,28,December,0,Saturday,Urban,Pedestrian,Dark - Not Lighted,Not Reported,Not Reported,1,1
Pennsylvania,3,0,4,6,June,15,Thursday,Rural,Motor Vehicle In-Transport,Daylight,Not Reported,Not Reported,1,0
Pennsylvania,2,0,2,10,October,16,Thursday,Rural,Motor Vehicle In-Transport,Daylight,Not Reported,Not Reported,1,0
Pennsylvania,2,0,5,4,December,15,Wednesday,Rural,Guardrail Face,Daylight,Snow,Snow,1,0
Pennsylvania,1,0,1,11,December,16,Wednesday,Rural,Utility Pole/Light Support,Daylight,Not Reported,Not Reported,1,0
Pennsylvania,2,0,2,28,December,5,Saturday,Rural,Motor Vehicle In-Transport,Dark - Not Lighted,"Fog, Smog, Smoke","Fog, Smog, Smoke",1,0
Pennsylvania,1,0,2,3,February,2,Sunday,Urban,Curb,Dark - Lighted,Not Reported,Not Reported,1,0
Pennsylvania,1,0,1,9,December,15,Monday,Urban,Traffic Sign Support,Daylight,Rain,Rain,1,0
Pennsylvania,1,0,1,21,December,2,Saturday,Rural,Culvert,Dark - Not Lighted,Not Reported,Not Reported,1,1
Pennsylvania,2,0,2,27,December,0,Friday,Urban,Motor Vehicle In-Transport,Dark - Lighted,Rain,Rain,1,1
Pennsylvania,2,0,3,19,December,14,Thursday,Rural,Motor Vehicle In-Transport,Daylight,Not Reported,Not Reported,1,0
Pennsylvania,1,0,1,22,December,2,Sunday,Rural,Tree (Standing Only),Dark - Not Lighted,Not Reported,Not Reported,1,1
Pennsylvania,2,0,2,23,December,23,Monday,Rural,Motor Vehicle In-Transport,Dark - Not Lighted,Not Reported,Not Reported,1,0
Pennsylvania,1,0,1,15,December,19,Sunday,Rural,Guardrail Face,Dark - Not Lighted,Not Reported,Not Reported,1,0
Pennsylvania,2,0,4,9,December,18,Monday,Urban,Curb,Dark - Not Lighted,Rain,Rain,2,0
Pennsylvania,1,1,2,22,December,18,Sunday,Urban,Pedestrian,Dark - Lighted,Clear,Clear,1,0
Pennsylvania,2,0,4,28,December,14,Saturday,Urban,Motor Vehicle In-Transport,Daylight,Not Reported,Not Reported,1,0
Pennsylvania,1,0,1,30,December,19,Monday,Urban,Bridge Pier or Support,Dark - Unknown Lighting,Rain,Rain,1,0
Pennsylvania,2,0,2,30,December,2,Monday,Urban,Motor Vehicle In-Transport,Dark - Not Lighted,Not Reported,Not Reported,1,1
Pennsylvania,1,0,3,20,December,23,Friday,Rural,Tree (Standing Only),Dark - Not Lighted,Not Reported,Not Reported,1,1
Pennsylvania,2,0,2,17,December,19,Tuesday,Urban,Motor Vehicle In-Transport,Dark - Lighted,Not Reported,Not Reported,1,1
Pennsylvania,5,0,7,18,June,13,Tuesday,Rural,Motor Vehicle In-Transport,Daylight,Rain,Rain,1,0
Pennsylvania,2,0,2,31,December,21,Tuesday,Rural,Motor Vehicle In-Transport,Dark - Lighted,Not Reported,Not Reported,1,0
Pennsylvania,2,0,3,24,May,12,Friday,Urban,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,1
Pennsylvania,1,0,1,11,June,13,Tuesday,Rural,Guardrail Face,Daylight,Not Reported,Not Reported,1,0
Pennsylvania,2,0,3,17,June,17,Monday,Rural,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
Pennsylvania,2,0,2,11,October,14,Friday,Rural,Motor Vehicle In-Transport,Daylight,Not Reported,Not Reported,1,0
Pennsylvania,2,0,3,5,September,17,Thursday,Rural,Motor Vehicle In-Transport,Daylight,Not Reported,Not Reported,1,1
Pennsylvania,1,0,1,4,December,23,Wednesday,Urban,Utility Pole/Light Support,Dark - Lighted,Rain,Rain,1,1
Pennsylvania,2,0,2,20,December,6,Friday,Rural,Motor Vehicle In-Transport,Dark - Not Lighted,Not Reported,Not Reported,1,0
